#band_griz    PC    phase   mags
0	0	-9.921361106426048    0.12386363636363629
0	0	-5.935444425704176    0.10795454545454541
0	0	-0.9653000318584901    0.0914772727272728
0	0	5.027636054421762    0.10173611111111103
0	0	12.056411752028637    0.13961489898989887
0	0	17.149521654391776    0.160921717171717
0	0	25.135222821911128    0.14829545454545445
0	0	31.125084331253177    0.14198232323232318
0	0	35.182647439140965    0.13724747474747456
		
0	1	-9.874691956672478    -0.013478535353535381
0	1	-5.047898980528856    -0.03873106060606091
0	1	1.003307659151801    -0.06161616161616168
0	1	7.061541903262679    -0.04662247474747483
0	1	14.02296972508013    -0.02452651515151527
0	1	21.048085212046246    -0.006376262626262674
0	1	28.06836922096663    -0.014267676767676818
0	1	33.090324628473965    -0.02926136363636367
0	1	35.08704273720507    -0.030839646464646542
		
0	2	-9.929155891006545    0.04018308080808075
0	2	-5.929424111242298    0.07095959595959589
0	2	-0.9607613706639739    0.11594065656565644
0	2	4.064854247484121    0.12067550505050506
0	2	8.051409268941725    0.0804292929292929
0	2	12.098723787035468    0.020454545454545503
0	2	16.019541425385583    -0.02689393939393958
0	2	20.07461559003768    -0.045044191919191956
0	2	25.101988109293302    -0.030839646464646542
0	2	30.0694795824666    0.00782828282828274
0	2	33.16499292554488    0.025978535353535337
0	2	35.09846259440414    0.030713383838383956
		
0	3	-9.924617229812043    0.06464646464646462
0	3	-2.895255898502654    0.10568181818181821
0	3	2.1318238039017245    0.11830808080808075
0	3	8.055215888008092    0.10094696969696959
0	3	11.074743258184824    0.05675505050505025
0	3	15.04797511291018    -0.05530303030303041
0	3	18.058132343846637    -0.15000000000000013
0	3	21.01001902138266    -0.2115530303030304
0	3	24.037013221266463    -0.21549873737373737
0	3	28.042454929630253    -0.1539457070707071
0	3	32.11568373906036    -0.07424242424242444
0	3	35.15073040235379    -0.0347853535353535

1	0	-10.000000000000014    0.07630331753554503
1	0	-5.045045045045072    0.052606635071090035
1	0	-0.025740025740049077    0.033965244865718835
1	0	6.988416988416986    0.03870458135860977
1	0	15.933075933075912    0.054186413902053754
1	0	23.011583011582985    0.06113744075829386
1	0	31.95624195624194    0.07061611374407584
1	0	34.98069498069498    0.07093206951026859
		
1	1	-10.000000000000014    0.06808846761453402
1	1	-6.010296010296003    0.033649289099526136
1	1	-2.0205920205920336    -0.004265402843601884
1	1	1.9691119691119638    -0.014375987361769371
1	1	7.953667953667946    0.01532385466034758
1	1	11.943371943371943    0.031437598736176964
1	1	17.927927927927897    0.040600315955766186
1	1	22.94723294723292    0.05892575039494474
1	1	28.93178893178893    0.0721958925750395
1	1	34.98069498069498    0.06334913112164298
		
1	2	-10.000000000000014    0.03680884676145335
1	2	-5.045045045045072    0.04028436018957349
1	2	1.0038610038610045    0.052290679304897336
1	2	5.958815958815961    0.05481832543443921
1	2	10.978120978120955    0.03870458135860977
1	2	15.997425997425978    0.00868878357030023
1	2	21.016731016731    -0.03301737756714063
1	2	25.006435006434998    -0.07187993680884674
1	2	28.996138996138995    -0.09620853080568714
1	2	32.985842985842964    -0.08925750394944709
1	2	35.04504504504504    -0.07472353870458137
		
1	3	-10.000000000000014    0.09526066350710899
1	3	-4.015444015444018    0.05576619273301742
1	3	-0.025740025740049077    0.04281200631911536
1	3	3.9639639639639483    0.053238546603475545
1	3	8.983268983268971    0.060505529225908405
1	3	14.002574002573994    0.03902053712480252
1	3	17.992277992277963    0.030489731437598755
1	3	21.98198198198199    0.04502369668246453
1	3	27.001287001286983    0.06745655608214851
1	3	32.020592020592005    0.07693522906793049
1	3	35.04504504504504    0.07503949447077407

2	0	-10    0.040909090909091006
2	0	-5.000000000000014    0.015000000000000124
2	0	0    0
2	0	7.037037037037038    0.017727272727272814
2	0	12.962962962962962    0.017727272727272814
2	0	18.98148148148148    0.010227272727272751
2	0	26.018518518518505    0.025227272727272876
2	0	31.01851851851852    0.04295454545454547
2	0	35    0.04772727272727284
		
2	1	-9.907407407407405    0.0995454545454546
2	1	-3.981481481481481    0.027272727272727337
2	1	0    0
2	1	2.9629629629629477    0.01090909090909098
2	1	7.962962962962962    0.06000000000000005
2	1	13.981481481481481    0.08318181818181825
2	1	21.01851851851852    0.08522727272727271
2	1	28.98148148148148    0.11727272727272742
2	1	35    0.1261363636363637
		
2	2	-10    0.015681818181818352
2	2	-6.018518518518519    0.012272727272727213
2	2	0    0
2	2	6.018518518518519    0.004090909090909145
2	2	11.018518518518519    0.012272727272727213
2	2	17.037037037037038    0.03954545454545455
